REGIONE,PROVINCIA,QUESITO,Campo calcolato 1,SUM of NUM_REFERENDUM,SUM of ELETTORI,SUM of ELETTORI_MASCHI,SUM of ELETTORI_F,SUM of VOTANTI,SUM of VOTANTI_MASCHI,SUM of VOTANTI_F,SUM of VOTI_SI,SUM of VOTI_NO,SUM of SCHEDE_BIANCHE
,,Raccolta pubblicita' radiotelevisiva,61.52%,0,"830,985.00","388,856.00","442,129.00","511,263.00","250,016.00","261,247.00","267,294.00","228,192.00","11,214.00"
,,Rappresentanze sindacali (richiesta massimale),60.42%,1,"830,985.00","388,856.00","442,129.00","502,071.00","245,684.00","256,387.00","213,833.00","245,336.00","34,412.00"
,,Rappresentanze sindacali (richiesta minimale),60.36%,2,"830,985.00","388,856.00","442,129.00","501,563.00","245,437.00","256,126.00","327,879.00","126,545.00","38,463.00"
,,Soggiorno cautelare,60.34%,4,"830,985.00","388,856.00","442,129.00","501,375.00","245,016.00","256,359.00","301,139.00","141,369.00","49,002.00"
,,Trattenute contributi sindacali,60.60%,7,"830,985.00","388,856.00","442,129.00","503,574.00","246,339.00","257,235.00","241,617.00","221,689.00","32,930.00"
,Genova Total,,60.75%,45,"9,971,820.00","4,666,272.00","5,305,548.00","6,058,138.00","2,962,667.00","3,095,471.00","3,020,422.00","2,593,619.00","358,931.00"
,Imperia,Autorizzazione al commercio,56.92%,6,"192,198.00","91,009.00","101,189.00","109,391.00","52,357.00","57,034.00","39,607.00","56,216.00","11,251.00"
,,Concessioni televisive nazionali,58.03%,0,"192,198.00","91,009.00","101,189.00","111,532.00","53,396.00","58,136.00","38,732.00","68,957.00","2,703.00"
,,Contrattazione pubblico impiego,56.89%,3,"192,198.00","91,009.00","101,189.00","109,336.00","52,331.00","57,005.00","63,160.00","30,638.00","12,909.00"
,,Interruzioni pubblicitarie,58.03%,0,"192,198.00","91,009.00","101,189.00","111,530.00","53,388.00","58,142.00","40,479.00","67,255.00","2,616.00"
,,Legge elettorale comuni,57.00%,8,"192,198.00","91,009.00","101,189.00","109,557.00","52,474.00","57,083.00","54,704.00","41,588.00","11,107.00"
,,Orari esercizi commerciali,56.99%,9,"192,198.00","91,009.00","101,189.00","109,542.00","52,432.00","57,110.00","44,981.00","52,833.00","9,821.00"
,,Privatizzazione RAI,57.05%,5,"192,198.00","91,009.00","101,189.00","109,656.00","52,492.00","57,164.00","55,829.00","41,983.00","9,871.00"
,,Raccolta pubblicita' radiotelevisiva,58.01%,0,"192,198.00","91,009.00","101,189.00","111,490.00","53,364.00","58,126.00","38,932.00","68,465.00","2,907.00"
,,Rappresentanze sindacali (richiesta massimale),56.95%,1,"192,198.00","91,009.00","101,189.00","109,460.00","52,412.00","57,048.00","55,267.00","39,911.00","11,582.00"
,,Rappresentanze sindacali (richiesta minimale),56.94%,2,"192,198.00","91,009.00","101,189.00","109,428.00","52,332.00","57,096.00","61,249.00","33,190.00","12,609.00"
,,Soggiorno cautelare,57.10%,4,"192,198.00","91,009.00","101,189.00","109,749.00","52,554.00","57,195.00","69,572.00","26,830.00","10,834.00"
,,Trattenute contributi sindacali,56.99%,7,"192,198.00","91,009.00","101,189.00","109,540.00","52,462.00","57,078.00","63,056.00","33,807.00","10,656.00"
,Imperia Total,,57.24%,45,"2,306,376.00","1,092,108.00","1,214,268.00","1,320,211.00","631,994.00","688,217.00","625,568.00","561,673.00","108,866.00"
,La Spezia,Autorizzazione al commercio,62.99%,6,"198,585.00","94,596.00","103,989.00","125,090.00","62,193.00","62,897.00","33,907.00","79,321.00","10,021.00"
,,Concessioni televisive nazionali,64.00%,0,"198,585.00","94,596.00","103,989.00","127,101.00","63,233.00","63,868.00","64,187.00","58,880.00","2,873.00"
,,Contrattazione pubblico impiego,62.90%,3,"198,585.00","94,596.00","103,989.00","124,915.00","62,121.00","62,794.00","83,831.00","27,969.00","11,141.00"
,,Interruzioni pubblicitarie,64.00%,0,"198,585.00","94,596.00","103,989.00","127,101.00","63,251.00","63,850.00","65,875.00","57,488.00","2,725.00"
,,Legge elettorale comuni,63.11%,8,"198,585.00","94,596.00","103,989.00","125,326.00","62,337.00","62,989.00","50,212.00","62,959.00","10,297.00"
,,Orari esercizi commerciali,63.05%,9,"198,585.00","94,596.00","103,989.00","125,214.00","62,265.00","62,949.00","38,094.00","76,719.00","8,813.00"
,,Privatizzazione RAI,63.21%,5,"198,585.00","94,596.00","103,989.00","125,527.00","62,441.00","63,086.00","70,245.00","45,256.00","8,270.00"
,,Raccolta pubblicita' radiotelevisiva,63.98%,0,"198,585.00","94,596.00","103,989.00","127,064.00","63,220.00","63,844.00","64,746.00","58,052.00","3,067.00"
,,Rappresentanze sindacali (richiesta massimale),62.96%,1,"198,585.00","94,596.00","103,989.00","125,033.00","62,189.00","62,844.00","52,178.00","61,206.00","9,588.00"
,,Rappresentanze sindacali (richiesta minimale),62.92%,2,"198,585.00","94,596.00","103,989.00","124,941.00","62,133.00","62,808.00","81,072.00","31,005.00","10,741.00"
,,Soggiorno cautelare,63.00%,4,"198,585.00","94,596.00","103,989.00","125,108.00","62,228.00","62,880.00","80,056.00","29,823.00","13,080.00"
,,Trattenute contributi sindacali,63.12%,7,"198,585.00","94,596.00","103,989.00","125,343.00","62,353.00","62,990.00","58,219.00","56,116.00","9,340.00"
,La Spezia Total,,63.27%,45,"2,383,020.00","1,135,152.00","1,247,868.00","1,507,763.00","749,964.00","757,799.00","742,622.00","644,794.00","99,956.00"
,Savona ,Autorizzazione al commercio,65.79%,6,"252,776.00","118,975.00","133,801.00","166,295.00","80,478.00","85,817.00","52,644.00","95,355.00","15,083.00"
,,Concessioni televisive nazionali,66.76%,0,"252,776.00","118,975.00","133,801.00","168,754.00","81,763.00","86,991.00","73,205.00","89,014.00","4,368.00"
,,Contrattazione pubblico impiego,65.68%,3,"252,776.00","118,975.00","133,801.00","166,016.00","80,354.00","85,662.00","101,360.00","44,034.00","17,090.00"
,,Interruzioni pubblicitarie,66.75%,0,"252,776.00","118,975.00","133,801.00","168,736.00","81,773.00","86,963.00","76,113.00","86,710.00","4,323.00"
,,Legge elettorale comuni,65.93%,8,"252,776.00","118,975.00","133,801.00","166,648.00","80,682.00","85,966.00","77,448.00","70,673.00","15,347.00"
,,Orari esercizi commerciali,65.87%,9,"252,776.00","118,975.00","133,801.00","166,510.00","80,547.00","85,963.00","62,526.00","88,245.00","13,002.00"
,,Privatizzazione RAI,65.99%,5,"252,776.00","118,975.00","133,801.00","166,815.00","80,761.00","86,054.00","91,385.00","59,812.00","12,689.00"
,,Raccolta pubblicita' radiotelevisiva,66.73%,0,"252,776.00","118,975.00","133,801.00","168,668.00","81,717.00","86,951.00","74,609.00","87,409.00","4,723.00"
,,Rappresentanze sindacali (richiesta massimale),65.74%,1,"252,776.00","118,975.00","133,801.00","166,170.00","80,437.00","85,733.00","77,118.00","70,181.00","15,295.00"
,,Rappresentanze sindacali (richiesta minimale),65.70%,2,"252,776.00","118,975.00","133,801.00","166,069.00","80,397.00","85,672.00","98,534.00","47,340.00","16,654.00"
,,Soggiorno cautelare,65.79%,4,"252,776.00","118,975.00","133,801.00","166,313.00","80,484.00","85,829.00","105,072.00","41,269.00","16,690.00"
,,Trattenute contributi sindacali,65.89%,7,"252,776.00","118,975.00","133,801.00","166,557.00","80,658.00","85,899.00","87,680.00","61,529.00","14,233.00"
,Savona  Total,,66.05%,45,"3,033,312.00","1,427,700.00","1,605,612.00","2,003,551.00","970,051.00","1,033,500.00","977,694.00","841,571.00","149,497.00"
LIGURIA Total,,,61.54%,180,"17,694,528.00","8,321,232.00","9,373,296.00","10,889,663.00","5,314,676.00","5,574,987.00","5,366,306.00","4,641,657.00","717,250.00"
LOMBARDIA,Bergamo,Autorizzazione al commercio,68.75%,6,"769,115.00","372,738.00","396,377.00","528,798.00","257,306.00","271,492.00","172,555.00","310,602.00","39,200.00"
,,Concessioni televisive nazionali,69.48%,0,"769,115.00","372,738.00","396,377.00","534,413.00","260,373.00","274,040.00","229,956.00","285,438.00","14,562.00"
,,Contrattazione pubblico impiego,68.62%,3,"769,115.00","372,738.00","396,377.00","527,797.00","256,874.00","270,923.00","285,894.00","191,400.00","43,571.00"
,,Interruzioni pubblicitarie,69.48%,0,"769,115.00","372,738.00","396,377.00","534,370.00","260,325.00","274,045.00","242,404.00","274,564.00","13,671.00"
,,Legge elettorale comuni,68.85%,8,"769,115.00","372,738.00","396,377.00","529,543.00","257,786.00","271,757.00","244,491.00","237,183.00","41,536.00"
,,Orari esercizi commerciali,68.83%,9,"769,115.00","372,738.00","396,377.00","529,410.00","257,611.00","271,799.00","189,215.00","301,305.00","33,408.00"
,,Privatizzazione RAI,69.00%,5,"769,115.00","372,738.00","396,377.00","530,718.00","258,464.00","272,254.00","297,653.00","194,582.00","32,350.00"
,,Raccolta pubblicita' radiotelevisiva,69.44%,0,"769,115.00","372,738.00","396,377.00","534,067.00","260,193.00","273,874.00","234,635.00","279,606.00","15,532.00"
,,Rappresentanze sindacali (richiesta massimale),68.67%,1,"769,115.00","372,738.00","396,377.00","528,180.00","257,094.00","271,086.00","246,119.00","237,642.00","37,470.00"
,,Rappresentanze sindacali (richiesta minimale),68.63%,2,"769,115.00","372,738.00","396,377.00","527,881.00","256,924.00","270,957.00","279,260.00","200,301.00","41,629.00"
,,Soggiorno cautelare,68.77%,4,"769,115.00","372,738.00","396,377.00","528,947.00","257,462.00","271,485.00","341,678.00","139,843.00","40,657.00"
,,Trattenute contributi sindacali,68.83%,7,"769,115.00","372,738.00","396,377.00","529,376.00","257,750.00","271,626.00","278,628.00","207,045.00","37,591.00"
,Bergamo Total,,68.95%,45,"9,229,380.00","4,472,856.00","4,756,524.00","6,363,500.00","3,098,162.00","3,265,338.00","3,042,488.00","2,859,511.00","391,177.00"
,Brescia,Autorizzazione al commercio,64.30%,6,"874,251.00","420,626.00","453,625.00","562,177.00","274,299.00","287,878.00","175,506.00","334,750.00","44,887.00"
,,Concessioni televisive nazionali,65.19%,0,"874,251.00","420,626.00","453,625.00","569,960.00","278,519.00","291,441.00","241,882.00","308,663.00","14,669.00"
,,Contrattazione pubblico impiego,64.15%,3,"874,251.00","420,626.00","453,625.00","560,820.00","273,770.00","287,050.00","319,446.00","184,892.00","48,915.00"
,,Interruzioni pubblicitarie,65.19%,0,"874,251.00","420,626.00","453,625.00","569,921.00","278,399.00","291,522.00","252,138.00","299,700.00","13,757.00"
,,Legge elettorale comuni,64.40%,8,"874,251.00","420,626.00","453,625.00","562,990.00","274,889.00","288,101.00","263,382.00","247,193.00","45,849.00"
,,Orari esercizi commerciali,64.38%,9,"874,251.00","420,626.00","453,625.00","562,860.00","274,650.00","288,210.00","191,388.00","326,919.00","38,102.00"
,,Privatizzazione RAI,64.48%,5,"874,251.00","420,626.00","453,625.00","563,694.00","275,328.00","288,366.00","315,789.00","204,859.00","36,726.00"
,,Raccolta pubblicita' radiotelevisiva,65.15%,0,"874,251.00","420,626.00","453,625.00","569,580.00","278,254.00","291,326.00","246,958.00","302,609.00","15,587.00"
,,Rappresentanze sindacali (richiesta massimale),64.22%,1,"874,251.00","420,626.00","453,625.00","561,405.00","274,129.00","287,276.00","262,266.00","250,082.00","41,936.00"
,,Rappresentanze sindacali (richiesta minimale),64.15%,2,"874,251.00","420,626.00","453,625.00","560,860.00","273,934.00","286,926.00","310,238.00","196,843.00","46,834.00"
,,Soggiorno cautelare,64.27%,4,"874,251.00","420,626.00","453,625.00","561,877.00","274,280.00","287,597.00","354,521.00","147,503.00","52,392.00"
,,Trattenute contributi sindacali,64.36%,7,"874,251.00","420,626.00","453,625.00","562,710.00","274,795.00","287,915.00","289,196.00","225,227.00","41,928.00"
,Brescia Total,,64.52%,45,"10,491,012.00","5,047,512.00","5,443,500.00","6,768,854.00","3,305,246.00","3,463,608.00","3,222,710.00","3,029,240.00","441,582.00"
,Como,Autorizzazione al commercio,66.04%,6,"442,055.00","211,651.00","230,404.00","291,917.00","143,898.00","148,019.00","99,269.00","163,269.00","22,683.00"
,,Concessioni televisive nazionali,66.97%,0,"442,055.00","211,651.00","230,404.00","296,066.00","145,165.00","150,901.00","108,140.00","176,785.00","6,364.00"
,,Contrattazione pubblico impiego,65.88%,3,"442,055.00","211,651.00","230,404.00","291,218.00","142,565.00","148,653.00","165,365.00","93,547.00","25,264.00"
,,Interruzioni pubblicitarie,66.52%,0,"442,055.00","211,651.00","230,404.00","294,069.00","143,079.00","150,990.00","114,401.00","171,300.00","6,031.00"
,,Legge elettorale comuni,66.53%,8,"442,055.00","211,651.00","230,404.00","294,105.00","143,125.00","150,980.00","148,561.00","114,170.00","23,043.00"
,,Orari esercizi commerciali,65.68%,9,"442,055.00","211,651.00","230,404.00","290,355.00","141,121.00","149,234.00","109,913.00","157,933.00","18,588.00"
,,Privatizzazione RAI,66.31%,5,"442,055.00","211,651.00","230,404.00","293,117.00","141,631.00","151,486.00","162,234.00","107,457.00","17,641.00"
,,Raccolta pubblicita' radiotelevisiva,66.91%,0,"442,055.00","211,651.00","230,404.00","295,799.00","144,994.00","150,805.00","111,100.00","173,006.00","7,126.00"
,,Rappresentanze sindacali (richiesta massimale),65.45%,1,"442,055.00","211,651.00","230,404.00","289,309.00","140,867.00","148,442.00","147,288.00","115,602.00","21,623.00"
